gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC127107767,58.6693406,-3.349726346,0.895359434,-3.741208522,0.000183137,0.007945148
LOC127126512,25.21018225,3.825830478,1.023144677,3.739285914,0.000184544,0.007977562
LOC127138313,175.3057823,3.822580746,1.023057018,3.736429814,0.000186652,0.008039964
LOC127083769,20.67035261,-6.861780269,1.837059044,-3.735198545,0.000187567,0.008050754
LOC127074043,24.68604863,-4.493234367,1.203730358,-3.732758202,0.000189394,0.008100458
LOC127078345,175.5260767,2.321601924,0.62230853,3.73062848,0.000191003,0.008111919
LOC127128221,8.187234597,-7.01670207,1.880637898,-3.731022371,0.000190704,0.008111919
LOC127075570,26.75378608,-4.587926919,1.231260762,-3.726202492,0.000194386,0.008206955
LOC127108301,48.21247468,2.918594202,0.783319683,3.725929867,0.000194597,0.008206955
LOC127087446,8.421544396,-7.025246954,1.8874003,-3.722181751,0.000197509,0.008243607
LOC127108261,35.35561357,-3.037068483,0.815921738,-3.722254648,0.000197452,0.008243607
LOC127118750,111.1255354,2.635984546,0.708069727,3.722775379,0.000197045,0.008243607
LOC127105397,44.0373461,3.26460709,0.877495844,3.720367579,0.000198933,0.00827452
LOC127125587,33.27589857,-4.711007002,1.269282733,-3.711550531,0.000205994,0.008509712
LOC127128315,12.18845371,6.571656601,1.770360738,3.712043801,0.000205592,0.008509712
LOC127126044,484.1798177,-2.33604919,0.630495257,-3.705101925,0.000211306,0.008699472
LOC127088318,8.121845467,-6.985626778,1.886471507,-3.703012079,0.000213055,0.008710067
LOC127126778,123.6184447,2.648188764,0.715297682,3.702219133,0.000213722,0.008710067
LOC127132394,289.4118426,-2.650435968,0.715702654,-3.703264131,0.000212843,0.008710067
LOC127078755,46.97396888,3.151402316,0.85223706,3.697800134,0.000217476,0.008805422
LOC127103516,13.25082142,-5.201243972,1.406595946,-3.697752711,0.000217517,0.008805422
LOC127074485,122.7710566,-2.659371742,0.720958913,-3.68865922,0.000225439,0.009039082
LOC127082816,762.1108309,3.422793032,0.927746962,3.689360538,0.000224818,0.009039082
LOC127125894,8.538699295,-7.031675829,1.906348383,-3.688557607,0.000225529,0.009039082
LOC127128840,10.10258307,-7.259935888,1.969629293,-3.68594025,0.00022786,0.00910236
LOC127131804,11.85747862,6.531858074,1.774783462,3.680369022,0.000232897,0.009272965
LOC127082428,162.8276633,-3.964962674,1.079975532,-3.671344912,0.000241277,0.009575156
LOC127084617,34.10891968,-3.123214532,0.853264654,-3.660311625,0.000251909,0.009964388
LOC127105385,13.26110198,-4.623814031,1.263711596,-3.658915568,0.000253285,0.009986185
LOC127108419,55.24438524,2.828839264,0.773566702,3.656878274,0.000255306,0.010033176
LOC127078511,21.76570711,-6.924343524,1.895498438,-3.653046284,0.000259147,0.010118456
LOC127093415,32.83264651,-3.65290906,0.999877635,-3.653356102,0.000258835,0.010118456
LOC127085839,21.84792124,4.778259433,1.310035882,3.64742638,0.00026488,0.010182166
LOC127086832,12.00832916,6.549159944,1.794514058,3.649545075,0.000262705,0.010182166
LOC127115832,7.70499164,-6.941530931,1.903184423,-3.647324372,0.000264985,0.010182166
LOC127117809,27.502506,3.94494622,1.081177981,3.648748207,0.000263521,0.010182166
LOC127138691,7.70499164,-6.941530931,1.903184423,-3.647324372,0.000264985,0.010182166
LOC127086015,186.6723942,2.304958549,0.633477723,3.638578701,0.000274147,0.010500866
LOC127091782,18.18028717,-4.277509695,1.176496813,-3.635802194,0.000277117,0.010581146
LOC127125702,54.510558,-4.217001339,1.16159187,-3.630364028,0.000283022,0.010772627
LOC127132584,36.1493281,3.815907812,1.05244307,3.625761735,0.000288111,0.010931958
LOC127083595,30.5177256,3.293151548,0.908753655,3.623811061,0.000290294,0.01096985
LOC127097775,27.24143998,3.74485821,1.033562732,3.623251975,0.000290922,0.01096985
LOC127084300,24.48422643,-3.684391412,1.017868452,-3.619712749,0.00029493,0.011086446
LOC127105477,72.42271154,2.956774782,0.817343804,3.617541073,0.000297415,0.011145241
LOC127098461,70.91751159,-2.96089432,0.819116695,-3.614740536,0.000300649,0.011231637
LOC127075536,26.53691942,3.5297959,0.977105068,3.612503931,0.000303255,0.011245774
LOC127119762,82.40569491,2.72229308,0.753674864,3.612025836,0.000303814,0.011245774
LOC127122831,19.83740312,-3.718105684,1.029131574,-3.612857458,0.000302841,0.011245774
LOC127082921,22.51356469,4.832836894,1.339503855,3.607930561,0.000308649,0.011389903
LOC127095263,15.28028182,5.587595016,1.550752481,3.603150784,0.000314383,0.011566238
LOC127087891,33.64843081,3.468370997,0.962891755,3.602036241,0.000315734,0.011580753
LOC127091818,13.02775849,6.666235132,1.851429007,3.600589116,0.000317497,0.011610222
LOC127128938,13.34689039,-6.270662976,1.742323761,-3.59902282,0.000319415,0.011645184
LOC127123569,236.0276566,2.306685444,0.641211406,3.597386795,0.00032143,0.011683461
LOC127074011,35.81102547,-2.854604044,0.794186758,-3.594373761,0.000325173,0.011784105
LOC127126769,128.2272455,3.144268383,0.875337711,3.592063205,0.00032807,0.01181834
LOC127128546,11.04375457,6.428958592,1.789628253,3.592343037,0.000327718,0.01181834
LOC127097956,15.8996888,-6.47326014,1.802726788,-3.59081597,0.000329644,0.011839807
LOC127128832,20.74805643,4.703798564,1.311814867,3.585718291,0.000336152,0.012037811
LOC127084212,9.737495009,-7.204942994,2.014781979,-3.576041015,0.000348837,0.012455228
LOC127085126,7.274514451,-6.83198024,1.916670602,-3.56450411,0.000364545,0.012970257
LOC127086065,36.50950975,-3.220007978,0.903510364,-3.563886044,0.000365405,0.012970257
LOC127101015,19.10655916,-6.73028863,1.892000785,-3.557233529,0.000374781,0.01318706
LOC127102954,13.65396156,-5.255909901,1.477467473,-3.557377741,0.000374575,0.01318706
LOC127118756,17.35678856,-5.558862249,1.562261037,-3.558216019,0.000373382,0.01318706
LOC127085609,21.58075045,3.830490043,1.078124376,3.552920357,0.00038098,0.013240956
LOC127108463,17.83903152,-5.5995429,1.576108091,-3.552765786,0.000381204,0.013240956
LOC127119744,40.91188575,-2.836510831,0.798484796,-3.552366738,0.000381782,0.013240956
LOC127127025,71.91323946,-2.521876626,0.709352338,-3.555181946,0.000377718,0.013240956
LOC127130557,7.39166935,-6.83638648,1.924149152,-3.552939995,0.000380951,0.013240956
LOC127091602,20.90883489,-3.326054904,0.936551197,-3.551386101,0.000383208,0.013252421
LOC127106368,11.66548702,6.509402867,1.833887369,3.549510715,0.000385948,0.01330915
LOC127088103,13.29178182,-5.244948352,1.479067133,-3.546119196,0.000390949,0.013443326
LOC127105080,8.266247089,-7.083284008,1.997970204,-3.545240061,0.000392256,0.013450036
LOC127127198,20.93804587,4.971240509,1.405512429,3.53695948,0.000404762,0.013839651
LOC127079879,38.58755128,3.14006372,0.888760609,3.533081561,0.000410746,0.014004694
LOC127098380,17.49450459,-4.551191484,1.288548413,-3.53202987,0.000412383,0.014021014
LOC127104235,29.18421416,3.49933428,0.991706164,3.52859991,0.000417764,0.014164196
LOC127076016,7.091970421,-6.791914096,1.925844352,-3.526720157,0.000420741,0.014225284
LOC127127600,15.06607147,-6.379230295,1.809379115,-3.52564603,0.000422451,0.014243313
LOC127138360,63.96797935,2.972305671,0.843284464,3.524677373,0.000423999,0.014255783
LOC127101072,112.2605194,4.150399012,1.178641542,3.521341193,0.00042937,0.014396376
LOC127084175,14.31822375,-4.780389106,1.361059238,-3.512256464,0.000444319,0.014737846
LOC127091717,10.35437702,6.335956629,1.802990179,3.514138182,0.000441183,0.014737846
LOC127098110,12.73377885,-6.229621396,1.773346861,-3.512917598,0.000443215,0.014737846
LOC127106969,14.76302974,-5.320457604,1.514853258,-3.512193392,0.000444424,0.014737846
LOC127075650,10.03719394,-7.250766718,2.06978982,-3.50314155,0.000459805,0.01520623
LOC127108514,12.03496922,-4.496454922,1.283816367,-3.502412836,0.000461065,0.015206338
LOC127108456,26.71244392,-3.243684977,0.928262453,-3.494361931,0.000475196,0.015629827
LOC127076433,6.909426392,-6.750681921,1.935857398,-3.487179338,0.000488144,0.015925859
LOC127100760,30.28517931,-3.094608337,0.887350044,-3.487471894,0.00048761,0.015925859
LOC127119546,6.909426392,-6.750681921,1.935857398,-3.487179338,0.000488144,0.015925859
LOC127074275,21.84557659,3.605110253,1.036526678,3.478067985,0.000505042,0.016309659
LOC127075806,33.57653631,-3.677644708,1.05728802,-3.478375463,0.000504463,0.016309659
LOC127080315,128.6546956,-4.093671369,1.177130009,-3.477671402,0.00050579,0.016309659
LOC127091928,12.4001476,-4.487946704,1.290305195,-3.478205561,0.000504783,0.016309659
LOC127107844,128.797516,-2.852937968,0.820465581,-3.477218341,0.000506645,0.016309659
LOC127092913,10.09289367,6.299782217,1.81303913,3.474708357,0.000511409,0.01641935
LOC127086830,16.71631115,4.92407776,1.418295293,3.471828318,0.000516927,0.016552598
LOC127091603,28.98964843,-4.525966783,1.304874179,-3.468508193,0.000523357,0.016714269
LOC127107955,114.8896408,-2.273707126,0.656783001,-3.461884858,0.000536407,0.017085961
LOC127105491,6.726882363,-6.708224341,1.946836223,-3.445705531,0.000569571,0.018070907
LOC127107621,6.609727464,-6.704348371,1.946309757,-3.444646129,0.000571807,0.018070907
LOC127128222,6.609727464,-6.704348371,1.946309757,-3.444646129,0.000571807,0.018070907
LOC127118068,67.54944384,-10.0555388,2.921114647,-3.442363623,0.000576655,0.018176632
LOC127128434,25.94305349,4.098574582,1.192648862,3.436530828,0.000589215,0.018524317
LOC127126189,21.53231732,-3.204400525,0.933667907,-3.432055981,0.000599024,0.0187839
LOC127082706,20.78124608,3.993483948,1.164392521,3.429671589,0.000604312,0.018860934
LOC127085812,2692.671656,9.66249685,2.818501267,3.428239314,0.00060751,0.018860934
LOC127091893,147.0892056,2.268134315,0.661708296,3.427695148,0.000608729,0.018860934
LOC127096717,9.623858404,6.230752088,1.817895698,3.427453013,0.000609272,0.018860934
LOC127126629,86.02159744,-3.536065009,1.031453546,-3.428234866,0.00060752,0.018860934
LOC127108021,10.1760991,6.312238292,1.842334219,3.426217799,0.000612049,0.018898586
LOC127103172,30.13047997,-3.322792032,0.970122814,-3.425125134,0.000614516,0.018926477
LOC127076831,12.32104479,-4.482133506,1.311431367,-3.417741575,0.00063143,0.019348943
LOC127092471,19.84721131,5.977961909,1.748784787,3.418351962,0.000630016,0.019348943
LOC127126211,14.46683546,-3.96432537,1.160212309,-3.416896493,0.000633394,0.01936009
LOC127107221,13.11670036,-4.549551344,1.332618334,-3.413994262,0.000640179,0.019420375
LOC127107501,97.39626888,2.525371898,0.739660508,3.414231085,0.000639623,0.019420375
LOC127107926,16.93700391,5.744453113,1.682038756,3.415172863,0.000637415,0.019420375
LOC127074387,204.9518536,-3.458144127,1.014909223,-3.407343287,0.000655986,0.019828151
LOC127127608,15.3933341,4.800827378,1.409121785,3.406964132,0.000656898,0.019828151
LOC127073642,69.81369318,4.110059252,1.207632462,3.403402425,0.000665522,0.019890064
LOC127074111,28.62463024,-3.189038445,0.936544374,-3.405111957,0.000661369,0.019890064
LOC127097957,7.443435119,-6.81513867,2.002230731,-3.403772884,0.00066462,0.019890064
LOC127117878,58.8538865,-2.344220446,0.688520754,-3.404720094,0.000662319,0.019890064
LOC127073482,70.69083475,-10.12131543,2.976230352,-3.400716422,0.000672095,0.020037042
LOC127138723,589.2081484,3.388800884,0.997213861,3.398268934,0.000678137,0.020167501
LOC127074201,44.7711839,-2.490503697,0.734444202,-3.391004641,0.000696369,0.020658953
LOC127119306,11.72126508,6.516560195,1.922912074,3.388901803,0.000701731,0.02076713
LOC127074755,19.76926216,4.360147065,1.289425422,3.3814651,0.000721004,0.021237507
LOC127119742,19.64300219,5.185857583,1.533635244,3.381415237,0.000721135,0.021237507
LOC127105723,11.09097291,-5.968669097,1.767221145,-3.377431916,0.000731661,0.021495195
LOC127087530,15.6000802,-6.427513242,1.904572066,-3.374780802,0.000738745,0.021650776
LOC127083810,14.41207104,-3.967053952,1.177421129,-3.36927362,0.000753666,0.021981614
LOC127097079,29.34510496,-3.198157822,0.949189845,-3.369355285,0.000753442,0.021981614
LOC127091129,94.05544637,3.812307459,1.132389701,3.366603789,0.000760999,0.022142155
LOC127106187,9.189862921,-7.121549405,2.11721419,-3.363641449,0.000769214,0.022327499
LOC127118702,9.154823137,6.158231251,1.831655948,3.36211135,0.000773489,0.02239788
LOC127130694,14.44673134,6.815462843,2.027941979,3.360778027,0.000777233,0.022452562
LOC127091153,6.361794304,-6.619371454,1.972128349,-3.356460778,0.000789469,0.022587689
LOC127091391,40.41931116,-3.854833522,1.148356335,-3.356826976,0.000788424,0.022587689
LOC127105655,6.361794304,-6.619371454,1.972128349,-3.356460778,0.000789469,0.022587689
LOC127108492,30.61872188,-3.966884371,1.182083586,-3.355840838,0.000791241,0.022587689
LOC127122403,12.59134003,5.305511718,1.580677246,3.356480099,0.000789414,0.022587689
LOC127093329,40.19141268,-3.151336971,0.939842538,-3.353047818,0.000799269,0.02276318
LOC127097382,11.32528271,-5.975814537,1.78263526,-3.352236249,0.000801616,0.022776427
LOC127132342,49.65554008,2.850489404,0.851944657,3.345862175,0.000820272,0.023251914
LOC127084088,6.127484506,-6.611249749,1.977794602,-3.342738291,0.000829561,0.023405608
LOC127101306,6.127484506,-6.611249749,1.977794602,-3.342738291,0.000829561,0.023405608
LOC127101669,11.05931489,6.432732363,1.924960193,3.341748253,0.000832525,0.02343462
LOC127079790,8.975621906,6.129770746,1.835540357,3.339491132,0.00083932,0.023571074
LOC127082838,8.934480849,6.12354209,1.835425452,3.336306622,0.000848995,0.023787574
LOC127121436,41.12680826,-2.454719204,0.736496418,-3.332968287,0.000859247,0.024019238
LOC127119956,10.60872995,-5.912098906,1.774193843,-3.332273375,0.000861396,0.024023817
LOC127086433,27.426269,-3.219142093,0.967292927,-3.327990935,0.000874747,0.02434009
LOC127101288,110.2582881,-3.172657959,0.953887699,-3.326028799,0.000880928,0.024455862
LOC127087954,24.48455178,-3.334948859,1.004004283,-3.321648042,0.000894875,0.024786193
LOC127118088,9.031399966,6.139791917,1.848989721,3.32061982,0.000898178,0.024820881
LOC127085384,126.9589751,-2.614691859,0.78928249,-3.312745299,0.000923851,0.0253708
LOC127088036,35.04180908,2.752994737,0.831229309,3.311955808,0.000926462,0.0253708
LOC127092213,39.21377222,2.924773852,0.882604162,3.313800205,0.000920372,0.0253708
LOC127118222,18.90309488,5.635820905,1.70145254,3.312358571,0.000925129,0.0253708
LOC127086963,698.4108307,-4.340372709,1.3111322,-3.310400515,0.000931626,0.02545462
LOC127132938,39.84464527,-2.620518755,0.792358343,-3.30723943,0.000942203,0.025685648
LOC127074200,13.70932229,-3.852568198,1.165146303,-3.306510254,0.000944659,0.025694723
LOC127082991,12.80672086,-5.116550165,1.549323067,-3.302442385,0.000958468,0.025984296
LOC127092487,78.98341952,2.984576339,0.903838699,3.302111697,0.000959598,0.025984296
LOC127098043,8.525075933,-7.010212422,2.125861666,-3.297586355,0.000975197,0.026302041
LOC127107784,62.87480625,-2.244407385,0.680649905,-3.297447587,0.000975679,0.026302041
LOC127073613,24.95994564,-2.97405335,0.902171308,-3.296550582,0.0009788,0.026327542
LOC127086656,25.51648501,-3.640926601,1.104835283,-3.295447437,0.000982651,0.026372518
LOC127079109,21.64484646,-4.053803261,1.231092093,-3.292851349,0.000991769,0.026499716
LOC127138347,63.35097699,-2.543482943,0.772310124,-3.293344039,0.000990033,0.026499716
LOC127073513,38.42108095,-3.144641046,0.955740522,-3.290266524,0.001000925,0.026590557
LOC127085141,6.010329607,-6.605021798,2.007906263,-3.289507045,0.00100363,0.026590557
LOC127118406,25.76263096,-3.363295424,1.022459818,-3.289415743,0.001003956,0.026590557
LOC127138281,100.213594,-2.514757244,0.764223217,-3.290605661,0.000999719,0.026590557
LOC127078355,73.68461859,2.547708961,0.775659748,3.284570288,0.00102138,0.026981119
LOC127100377,36.56141857,-2.719383,0.828050286,-3.284079538,0.00102316,0.026981119
LOC127073459,61.3430424,2.40756202,0.733696375,3.28141463,0.001032878,0.027119205
LOC127097849,26.16943759,-2.721013437,0.829115531,-3.281826641,0.00103137,0.027119205
LOC127091883,54.22497773,3.136843348,0.956301566,3.280182171,0.001037401,0.027179002
LOC127098142,25.09784397,-3.32087807,1.014203372,-3.274370962,0.001058975,0.027684303
LOC127073906,10.60538715,-4.871049697,1.487940773,-3.273685206,0.001061548,0.027691761
LOC127118739,11.9705309,5.231751315,1.599120384,3.271643189,0.001069244,0.027832544
LOC127091683,63.55986628,2.44434804,0.748709345,3.264748938,0.001095611,0.028457684
LOC127087170,314.0803192,2.239828167,0.687245699,3.25913741,0.001117515,0.028806536
LOC127108260,18.42538353,-3.417858981,1.048312582,-3.260343374,0.001112774,0.028806536
LOC127118761,19.70955199,-4.714364856,1.446518553,-3.259111226,0.001117618,0.028806536
LOC127127012,774.0008163,2.016937801,0.618906753,3.258871857,0.001118562,0.028806536
LOC127138739,153.9314784,-2.851225639,0.875220251,-3.257723569,0.001123098,0.028861937
LOC127075697,30.5987419,2.853908809,0.876480206,3.256101837,0.001129532,0.02888039
LOC127079138,14.10857263,5.239934293,1.609740967,3.255141293,0.00113336,0.02888039
LOC127098678,2990.221482,3.014705037,0.925767687,3.25643796,0.001128196,0.02888039
LOC127105768,11.30488343,-4.332568289,1.33094805,-3.255249736,0.001132927,0.02888039
LOC127096605,6.596104102,-6.637603199,2.041270946,-3.251701207,0.001147165,0.029061661
LOC127100907,14.81143391,-3.525159555,1.083858199,-3.252417667,0.001144277,0.029061661
LOC127117465,69.74287648,2.732684408,0.840418782,3.251574653,0.001147676,0.029061661
LOC127101668,12.14915929,6.568222513,2.022237399,3.247997745,0.001162202,0.029306858
LOC127108448,44.87062093,2.777153467,0.854956564,3.248297732,0.001160977,0.029306858
LOC127126228,35.46882527,4.079510998,1.258659163,3.241156237,0.001190459,0.029957002
LOC127103072,70.9484624,-2.983426609,0.921153039,-3.238795815,0.001200355,0.030143348
LOC127073734,69.95172209,2.321662433,0.717543677,3.235569497,0.001214003,0.030422973
LOC127119709,7.378045989,-6.795569209,2.105250862,-3.227914227,0.001246964,0.031120097
LOC127127322,38.03344239,5.316586718,1.646881056,3.22827608,0.001245387,0.031120097
LOC127084224,94.87602494,-2.680391213,0.833481259,-3.2158986,0.001300368,0.032386112
LOC127093549,11.97644633,-6.032739095,1.876774576,-3.214418595,0.00130709,0.032486681
